symbol,name,sector,status,observations,median_daily_turnover
IHGZT.IS,İHLAS GAZETECİLİK A.Ş.,Other,PASS,1502,21433372.820913672
IHLAS.IS,İHLAS HOLDİNG A.Ş.,Other,PASS,1502,71578970.55759078
IHLGM.IS,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,Other,PASS,1502,48492446.10616636
IHYAY.IS,İHLAS YAYIN HOLDİNG A.Ş.,Other,PASS,1502,16585475.267173707
IMASM.IS,İMAŞ MAKİNA SANAYİ A.Ş.,Other,PASS,1071,80105988.18205833
INDES.IS,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,46493044.37042642
INFO.IS,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,Other,PASS,1503,22790405.6829257
INGRM.IS,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,Other,PASS,1502,10934684.25
INTEM.IS,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,Other,PASS,1502,13915674.51756668
INVEO.IS,INVEO YATIRIM HOLDİNG A.Ş.,Other,PASS,1503,40179641.16765976
INVES.IS,INVESTCO HOLDİNG A.Ş.,Other,PASS,604,33228905.0
ISATR.IS,TÜRKİYE İŞ BANKASI A.Ş.,Other,PASS,1507,0.0
ISBIR.IS,İŞBİR HOLDİNG A.Ş.,Other,PASS,1502,2074303.2747535706
ISBTR.IS,TÜRKİYE İŞ BANKASI A.Ş.,Other,PASS,1502,950393.3388671875
ISCTR.IS,TÜRKİYE İŞ BANKASI A.Ş.,Other,PASS,1502,2917134399.2805405
ISDMR.IS,İSKENDERUN DEMİR VE ÇELİK A.Ş.,Other,PASS,1502,70343497.2831974
ISFIN.IS,İŞ FİNANSAL KİRALAMA A.Ş.,Other,PASS,1502,72950927.4021864
ISGSY.IS,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1500,28204351.79643804
ISGYO.IS,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,107995119.12938833
ISKPL.IS,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,Other,PASS,1386,32840010.20781064
ISMEN.IS,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,Other,PASS,1502,102995079.54459715
ISSEN.IS,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,Other,PASS,1187,18883568.86026764
ISYAT.IS,İŞ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,11767935.522427082
IZENR.IS,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,Other,PASS,751,193964476.85176563
IZFAS.IS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,27630902.656584978
IZINV.IS,İZ YATIRIM HOLDİNG A.Ş.,Other,PASS,1502,8156741.55569458
IZMDC.IS,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,Other,PASS,1502,54428982.32033944
JANTS.IS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,65696945.18717432
KAPLM.IS,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,16035556.246743202
KAREL.IS,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,43883388.07344532
KARSN.IS,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,Other,PASS,1502,228344808.56286907
KARTN.IS,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,33930025.94641113
KATMR.IS,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,112642448.38861674
KCAER.IS,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1031,153191643.33128357
KCHOL.IS,KOÇ HOLDİNG A.Ş.,Other,PASS,1502,1902944372.0337791
KENT.IS,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,Other,PASS,1502,2578370.8062286377
KERVN.IS,KERVANSARAY YATIRIM HOLDİNG A.Ş.,Other,PASS,1502,1272819.9143915772
KFEIN.IS,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,Other,PASS,1503,32535191.160404682
KGYO.IS,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,0.0
KIMMR.IS,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,Other,PASS,1227,24352133.01876974
KLGYO.IS,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,66797974.45771265
KLKIM.IS,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,Other,PASS,1310,64627348.18500996
KLMSN.IS,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,19516627.871990204
KLNMA.IS,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,Other,PASS,1502,1953592.1139259338
KLRHO.IS,KİLER HOLDİNG A.Ş.,Other,PASS,596,64305634.109630585
KLSER.IS,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,Other,PASS,761,66636941.97177124
KLSYN.IS,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,Other,PASS,1110,25982859.98208475
KMPUR.IS,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,Other,PASS,1071,53936507.35895538
KNFRT.IS,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,17984875.57685852
KONKA.IS,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,Other,PASS,1181,42877583.86762619
KONTR.IS,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,Other,PASS,1457,421270375.38530254
KONYA.IS,KONYA ÇİMENTO SANAYİİ A.Ş.,Other,PASS,1502,70251411.14550781
KOPOL.IS,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,Other,PASS,834,85046820.36836243
KORDS.IS,KORDSA TEKNİK TEKSTİL A.Ş.,Other,PASS,1502,77667642.90836334
KRDMA.IS,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,63517865.76786518
KRDMB.IS,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,29671254.866200447
KRDMD.IS,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,1339573928.437722
KRGYO.IS,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,21173076.164195538
KRONT.IS,KRON TEKNOLOJİ A.Ş.,Other,PASS,1503,19495674.21596527
KRPLS.IS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,Other,PASS,1013,19245939.600992203
KRSTL.IS,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,Other,PASS,1502,37013681.07735729
KRTEK.IS,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,Other,PASS,1503,13516777.0
KRVGD.IS,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,Other,PASS,1424,29769436.291954637
KSTUR.IS,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,Other,PASS,1502,1012001.0469665527
KTLEV.IS,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,Other,PASS,601,653342953.9166796
KTSKR.IS,KÜTAHYA ŞEKER FABRİKASI A.Ş.,Other,PASS,1275,32512742.523986816
KUTPO.IS,KÜTAHYA PORSELEN SANAYİ A.Ş.,Other,PASS,1502,31225034.314994812
KUVVA.IS,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,Other,PASS,1502,1670782.410320282
KUYAS.IS,KUYAŞ YATIRIM A.Ş.,Other,PASS,1503,71745630.0
KZBGY.IS,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1255,112854954.02816534
KZGYO.IS,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,734,36656712.01802063
LIDER.IS,LDR TURİZM A.Ş.,Other,PASS,1090,65464252.18986869
LIDFA.IS,LİDER FAKTORİNG A.Ş.,Other,PASS,1503,25680664.31675148
LINK.IS,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,27032863.35069871
LKMNH.IS,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,Other,PASS,1503,18540300.213861465
LOGO.IS,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,56003970.48625946
LUKSK.IS,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,Other,PASS,1502,10097227.159211159
MAALT.IS,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,Other,PASS,1502,26366905.77367401
MACKO.IS,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,Other,PASS,885,30420834.542015076
MAGEN.IS,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,Other,PASS,1199,102923964.00661469
MAKIM.IS,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1039,23077266.823791504
MAKTK.IS,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,Other,PASS,1502,31744575.388507605
MANAS.IS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1267,44503353.39250755
MARKA.IS,MARKA YATIRIM HOLDİNG A.Ş.,Other,PASS,1502,10548355.729042053
MAVI.IS,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,163082300.96549988
MEDTR.IS,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,Other,PASS,1278,20042854.758488655
MEGAP.IS,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,12896259.11449945
MEPET.IS,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,Other,PASS,1502,8355244.040130734
MERCN.IS,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,Other,PASS,1304,32266778.43193412
MERIT.IS,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,Other,PASS,1503,21057422.29997635
METRO.IS,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,Other,PASS,1502,31094574.327026725
MGROS.IS,MİGROS TİCARET A.Ş.,Other,PASS,1502,455974492.2167969
MIATK.IS,MİA TEKNOLOJİ A.Ş.,Other,PASS,1184,416050689.11092377
MMCAS.IS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,Other,PASS,1502,905183.6517262459
MNDRS.IS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,38193980.055690765
MNDTR.IS,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,Other,PASS,1502,20547934.964549065
MOBTL.IS,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1182,68391600.18122602
MPARK.IS,MLP SAĞLIK HİZMETLERİ A.Ş.,Other,PASS,1502,92928315.375
MRSHL.IS,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,Other,PASS,1502,19146825.284576416
MSGYO.IS,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,9629844.862273037
MTRKS.IS,MATRİKS BİLGİ DAĞITIM HİZMETLERİ A.Ş.,Other,PASS,1338,24010986.722780228
MTRYO.IS,METRO YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,2075082.8088123798
MZHLD.IS,MAZHAR ZORLU HOLDİNG A.Ş.,Other,PASS,1502,3564442.4502186775
NATEN.IS,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,Other,PASS,1503,65191334.2044307
NETAS.IS,NETAŞ TELEKOMÜNİKASYON A.Ş.,Other,PASS,1502,36304491.686748505
NIBAS.IS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,20001083.60861492
NTGAZ.IS,NATURELGAZ SANAYİ VE TİCARET A.Ş.,Other,PASS,1340,35661208.95475191
NTHOL.IS,NET HOLDİNG A.Ş.,Other,PASS,1502,64556778.176128626
NUGYO.IS,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,19540935.844978333
NUHCM.IS,NUH ÇİMENTO SANAYİ A.Ş.,Other,PASS,1502,24102703.14243698
OBASE.IS,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,Other,PASS,1010,19756029.75
ODAS.IS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,Other,PASS,1502,398221952.6026552
OFSYM.IS,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,Other,PASS,596,38223506.71699715
ONCSM.IS,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,Other,PASS,900,84640916.88069153
ORCAY.IS,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,Other,PASS,976,16915331.80159092
ORGE.IS,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,Other,PASS,1502,51278055.68422794
ORMA.IS,ORMA ORMAN MAHSULLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,1187511.8045654297
OSMEN.IS,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,Other,PASS,1503,12709602.862644196
OSTIM.IS,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,Other,PASS,1506,32372710.12119341
OTKAR.IS,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,Other,PASS,1500,144383944.125
OTTO.IS,OTTO HOLDİNG A.Ş.,Other,PASS,1502,2190090.011631489
OYAKC.IS,OYAK ÇİMENTO FABRİKALARI A.Ş.,Other,PASS,1503,318022165.19787216
OYAYO.IS,OYAK YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,5561925.210530281
OYLUM.IS,OYLUM SINAİ YATIRIMLAR A.Ş.,Other,PASS,1502,12478140.155145407
OYYAT.IS,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,Other,PASS,1294,10133007.068786621
OZGYO.IS,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,23585789.68570113
OZKGY.IS,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,49835160.99298906
OZRDN.IS,ÖZERDEN AMBALAJ SANAYİ A.Ş.,Other,PASS,1503,6575634.216241837
OZSUB.IS,ÖZSU BALIK ÜRETİM A.Ş.,Other,PASS,927,33668068.52883434
PAGYO.IS,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,5493224.9758377075
PAMEL.IS,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,Other,PASS,1502,12534025.44972992
PAPIL.IS,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,Other,PASS,1503,63151006.192588806
PARSN.IS,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,Other,PASS,1502,37145272.66263199
PASEU.IS,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,Other,PASS,597,277357568.37444305
PCILT.IS,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,Other,PASS,1177,29197447.576086044
PEKGY.IS,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,104242584.78380585
PENGD.IS,PENGUEN GIDA SANAYİ A.Ş.,Other,PASS,1502,35156535.741262436
PENTA.IS,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,Other,PASS,1311,38280808.003406525
PETKM.IS,PETKİM PETROKİMYA HOLDİNG A.Ş.,Other,PASS,1502,1158204184.6541176
PETUN.IS,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,Other,PASS,1503,16175256.518697739
PGSUS.IS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,Other,PASS,1503,1321195593.7479248
PINSU.IS,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,15259057.544028282
PKART.IS,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,11570062.687328339
PKENT.IS,PETROKENT TURİZM A.Ş.,Other,PASS,1502,26476320.25
PLTUR.IS,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,915,64118565.08983326
PNLSN.IS,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1120,30647472.730218887
PNSUT.IS,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.,Other,PASS,1503,17347905.24570465
POLHO.IS,POLİSAN HOLDİNG A.Ş.,Other,PASS,1503,67743182.71414661
POLTK.IS,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,18458917.5
PRDGS.IS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1042,28155586.94212997
PRKAB.IS,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,Other,PASS,1502,34195719.59658623
PRKME.IS,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,22423383.83164978
PRZMA.IS,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,9124493.268154621
PSDTC.IS,PERGAMON STATUS DIŞ TİCARET A.Ş.,Other,PASS,1502,8908060.159002304
PSGYO.IS,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1167,163807244.71785164
QUAGR.IS,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,Other,PASS,1334,122424497.03001785
RALYH.IS,RAL YATIRIM HOLDİNG A.Ş.,Other,PASS,1503,44670237.7226944
RAYSG.IS,RAY SİGORTA A.Ş.,Other,PASS,1502,19426630.24224472
REEDR.IS,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,Other,PASS,596,335082128.9913368
RNPOL.IS,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,Other,PASS,1175,14215080.56485653
RODRG.IS,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,5436500.197982788
RTALB.IS,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,Other,PASS,1503,70485769.2859497
RUBNS.IS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,Other,PASS,1025,36858121.49973297
RYGYO.IS,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,48738934.636564255
RYSAS.IS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,Other,PASS,1503,31780602.94859886
SAFKR.IS,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,31314678.721307755
SAHOL.IS,HACI ÖMER SABANCI HOLDİNG A.Ş.,Other,PASS,1502,1468648594.7749329
SAMAT.IS,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,Other,PASS,1503,16863368.656996965
SANEL.IS,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,4233723.138403416
SANFM.IS,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,Other,PASS,1503,19772915.924048424
SANKO.IS,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,Other,PASS,1502,10132530.494967937
SARKY.IS,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,24850930.267786026
SASA.IS,SASA POLYESTER SANAYİ A.Ş.,Other,PASS,1503,1234343189.9252954
SAYAS.IS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,37468444.64680481
SDTTR.IS,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,Other,PASS,900,210311453.17070007
SEGYO.IS,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1048,51306967.52738118
SEKFK.IS,ŞEKER FİNANSAL KİRALAMA A.Ş.,Other,PASS,1504,8585559.604228735
SEKUR.IS,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,Other,PASS,1503,8764024.253410578
SELEC.IS,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,Other,PASS,1502,75526325.22698402
SELVA.IS,SELVA GIDA SANAYİ A.Ş.,Other,PASS,1283,31578769.734995842
SEYKM.IS,SEYİTLER KİMYA SANAYİ A.Ş.,Other,PASS,1502,16503687.585800886
SILVR.IS,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,Other,PASS,1503,11589340.144517899
SISE.IS,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,Other,PASS,1502,1488474356.9036522
SKBNK.IS,ŞEKERBANK T.A.Ş.,Other,PASS,1502,276746808.53048325
SKTAS.IS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,19572971.86225581
SMART.IS,SMARTİKS YAZILIM A.Ş.,Other,PASS,1502,21356568.600847244
SMRTG.IS,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,Other,PASS,1097,192940313.75806332
SNGYO.IS,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,76048832.02521133
SNICA.IS,SANİCA ISI SANAYİ A.Ş.,Other,PASS,930,70618507.29160357
SNPAM.IS,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,Other,PASS,1503,1110721.0
SODSN.IS,SODAŞ SODYUM SANAYİİ A.Ş.,Other,PASS,1503,824915.8677310944
SOKE.IS,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,Other,PASS,895,41457338.75
SOKM.IS,ŞOK MARKETLER TİCARET A.Ş.,Other,PASS,1502,224327434.47933388
SONME.IS,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,Other,PASS,1502,5892459.993238449
SRVGY.IS,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1503,36738096.39457703
SUMAS.IS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİ A.Ş.,Other,PASS,1502,781882.7275085449
SUNTK.IS,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,Other,PASS,1059,31318588.88920307
SUWEN.IS,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,Other,PASS,1077,31481780.725463867
TARKM.IS,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,Other,PASS,596,70273427.375
TATEN.IS,TATLIPINAR ENERJİ ÜRETİM A.Ş.,Other,PASS,750,147770979.1478386
TATGD.IS,TAT GIDA SANAYİ A.Ş.,Other,PASS,1502,27814697.914226055
TAVHL.IS,TAV HAVALİMANLARI HOLDİNG A.Ş.,Other,PASS,1502,464684050.6517792
TBORG.IS,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,Other,PASS,1502,2981375.597103119
TCELL.IS,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,Other,PASS,1502,1391985761.9424973
TDGYO.IS,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,12275224.21625781
TEKTU.IS,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,Other,PASS,1502,40813708.669269085
TERA.IS,TERA YATIRIM MENKUL DEĞERLER A.Ş.,Other,PASS,908,44677044.410889864
TEZOL.IS,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,Other,PASS,1232,55834304.26913071
TGSAS.IS,TGS DIŞ TİCARET A.Ş.,Other,PASS,1502,11232801.292013168
THYAO.IS,TÜRK HAVA YOLLARI A.O.,Other,PASS,1502,6807567291.039185
TKFEN.IS,TEKFEN HOLDİNG A.Ş.,Other,PASS,1503,298671487.2325134
TKNSA.IS,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,Other,PASS,1502,86485755.53387356
TLMAN.IS,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,Other,PASS,1502,17796623.45980835
TMPOL.IS,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,Other,PASS,1502,14321499.093783379
TMSN.IS,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,Other,PASS,1502,94790544.68750572
TNZTP.IS,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,Other,PASS,896,40906699.70837593
TOASO.IS,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,Other,PASS,1502,736343490.2381592
TRCAS.IS,TURCAS PETROL A.Ş.,Other,PASS,1502,35031408.58812499
TRGYO.IS,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,77497228.87255096
TRILC.IS,TURK İLAÇ VE SERUM SANAYİ A.Ş.,Other,PASS,1360,84279909.94164956
TSGYO.IS,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,Other,PASS,1502,23313143.951066494
TSKB.IS,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,Other,PASS,1502,259585038.1191826
TTKOM.IS,TÜRK TELEKOMÜNİKASYON A.Ş.,Other,PASS,1502,788162531.1019459
TTRAK.IS,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,Other,PASS,1502,106419413.08920288
TUCLK.IS,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,Other,PASS,1502,27009699.120281696
TUKAS.IS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,Other,PASS,1503,111078525.23949909
TUPRS.IS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,Other,PASS,1502,1910745251.024208
TUREX.IS,TUREKS TURİZM TAŞIMACILIK A.Ş.,Other,PASS,1336,37830655.39265275
TURGG.IS,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,Other,PASS,1503,11857547.55160904
TURSG.IS,TÜRKİYE SİGORTA A.Ş.,Other,PASS,1506,142985367.33580738
